Image No,Image Pixel,Processing Time,Iteration,Combination,Current Script,Execution Time (seconds),RAM Memory Usage (MB),CPU Usage Per Core,GPU Usage (%),GPU Memory Usage (MB),Total RAM (GB),Total CPU Cores,Total GPU Memory (GB),CPU Model,GPU Model,CPU Clock Speed (MHz),GPU Clock Speed (MHz),Number of Cores Used,File,Duration
,,390.0,1,sppd,speech.py,113.54062032699584,1681.6484375,"[9.1, 100.0, 60.0, 20.0, 40.0, 0.0, 0.0, 0.0, 0.0, 33.3, 50.0, 100.0, 60.0, 18.2, 0.0, 55.6, 36.4, 9.1, 9.1, 0.0, 55.6, 0.0, 20.0, 0.0, 0.0, 40.0, 0.0, 0.0, 0.0, 10.0, 0.0, 10.0]",97,6.53515625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,19,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,47.3,1,spsp,predict.py,51.7951180934906,1369.5859375,"[40.0, 30.0, 100.0, 0.0, 36.4, 0.0, 100.0, 36.4, 100.0, 27.3, 40.0, 40.0, 9.1, 18.2, 10.0, 20.0, 0.0, 9.1, 0.0, 70.0, 30.0, 20.0, 0.0, 50.0, 0.0, 0.0, 30.0, 0.0, 20.0, 10.0, 100.0, 0.0]",100,9.794921875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,23,,
,,390.0,1,spsp,speech.py,186.0981886386872,1681.83984375,"[9.1, 0.0, 100.0, 0.0, 10.0, 100.0, 0.0, 10.0, 9.1, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 90.9, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 18.2, 20.0, 0.0, 0.0, 0.0, 0.0, 20.0, 10.0, 0.0]",100,9.794921875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,13,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,44.1,1,spss,predict.py,70.18194079399109,1358.26171875,"[0.0, 0.0, 0.0, 60.0, 0.0, 9.1, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 55.6, 0.0, 0.0, 9.1, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 9.1, 100.0]",100,12.576171875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,10,,
,,390.0,1,spss,speech.py,266.94552421569824,1680.69140625,"[0.0, 0.0, 0.0, 9.1, 0.0, 9.1, 0.0, 0.0, 0.0, 66.7, 0.0, 100.0, 9.1, 100.0, 0.0, 100.0, 10.0, 45.5, 18.2, 0.0, 11.1, 66.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 27.3]",100,12.576171875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,13,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,39.4,1,spsd,detect.py,39.71079707145691,1337.76171875,"[70.0, 9.1, 40.0, 0.0, 70.0, 55.6, 100.0, 10.0, 10.0, 100.0, 0.0, 44.4, 0.0, 0.0, 10.0, 70.0, 0.0, 30.0, 90.0, 10.0, 30.0, 0.0, 0.0, 36.4, 10.0, 0.0, 44.4, 0.0, 0.0, 100.0, 27.3, 0.0]",100,9.31640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,21,,
1.0,448x640,44.6,1,spsd,predict.py,43.14067101478577,1354.703125,"[0.0, 11.1, 0.0, 0.0, 11.1, 0.0, 100.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.1, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0]",100,9.31640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,7,,
,,390.0,1,spsd,speech.py,187.09364914894104,1670.171875,"[70.0, 0.0, 20.0, 10.0, 0.0, 60.0, 60.0, 0.0, 0.0, 9.1, 100.0, 50.0, 0.0, 50.0, 0.0, 0.0, 22.2, 0.0, 58.3, 20.0, 54.5, 0.0, 18.2, 0.0, 45.5, 30.0, 20.0, 60.0, 100.0, 0.0, 50.0, 36.4]",100,9.31640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,21,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,42.3,1,spdp,detect.py,33.062894105911255,1334.20703125,"[16.7, 27.3, 36.4, 20.0, 100.0, 100.0, 9.1, 0.0, 33.3, 100.0, 0.0, 40.0, 10.0, 20.0, 20.0, 0.0, 0.0, 50.0, 18.2, 0.0, 30.0, 0.0, 0.0, 40.0, 10.0, 36.4, 60.0, 0.0, 0.0, 0.0, 0.0, 100.0]",100,6.53515625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,21,,
1.0,448x640,47.3,1,spdp,predict.py,34.09056234359741,1356.140625,"[20.0, 0.0, 0.0, 10.0, 80.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 80.0, 0.0, 0.0, 0.0]",100,6.53515625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,9,,
,,390.0,1,spdp,speech.py,113.32076239585876,1670.875,"[0.0, 100.0, 40.0, 0.0, 0.0, 72.7, 0.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 80.0, 100.0, 20.0, 0.0, 0.0, 0.0, 0.0, 27.3, 10.0, 0.0, 0.0, 10.0, 44.4, 0.0, 50.0, 66.7, 0.0, 45.5, 0.0]",100,6.53515625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,14,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,40.1,1,spds,detect.py,41.884360790252686,1363.12109375,"[0.0, 50.0, 10.0, 0.0, 0.0, 100.0, 36.4, 0.0, 0.0, 0.0, 9.1, 90.9, 100.0, 27.3, 0.0, 66.7, 100.0, 0.0, 88.9, 18.2, 0.0, 0.0, 16.7, 55.6, 50.0, 30.0, 27.3, 9.1, 9.1, 0.0, 0.0, 0.0]",100,9.31640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,19,,
1.0,448x640,44.3,1,spds,predict.py,44.10374999046326,1352.85546875,"[100.0, 0.0, 10.0, 0.0, 0.0, 90.0, 9.1, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 9.1, 0.0, 0.0, 16.7, 0.0, 0.0, 10.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0]",100,9.31640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,11,,
,,390.0,1,spds,speech.py,189.79857683181763,2130.9453125,"[0.0, 100.0, 11.1, 0.0, 0.0, 50.0, 100.0, 18.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 27.3, 0.0, 54.5, 81.8, 0.0, 9.1, 0.0, 0.0, 0.0, 9.1, 100.0, 0.0]",100,9.31640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,11,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,40.1,1,spdd,detect.py,30.62875199317932,1333.4453125,"[10.0, 10.0, 11.1, 0.0, 100.0, 30.0, 100.0, 0.0, 0.0, 30.0, 100.0, 0.0, 9.1, 100.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 30.0, 0.0, 10.0, 0.0, 22.2, 30.0, 0.0, 9.1, 0.0]",97,6.056640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,16,,
1.0,448x640,44.4,1,spdd,predict.py,31.63084197044373,1372.51171875,"[66.7, 9.1, 60.0, 0.0, 0.0, 36.4, 100.0, 0.0, 10.0, 100.0, 100.0, 36.4, 0.0, 100.0, 10.0, 72.7, 0.0, 9.1, 0.0, 0.0, 0.0, 40.0, 0.0, 0.0, 18.2, 0.0, 20.0, 50.0, 10.0, 0.0, 10.0, 10.0]",97,6.056640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,20,,
,,390.0,1,spdd,speech.py,113.58876872062685,1680.265625,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 44.4, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 9.1, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0]",97,6.056640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,5,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,43.1,1,sspp,predict.py,18.21088719367981,1378.51171875,"[63.6, 60.0, 55.6, 77.8, 63.6, 100.0, 60.0, 80.0, 77.8, 55.6, 60.0, 60.0, 70.0, 80.0, 72.7, 80.0, 60.0, 77.8, 55.6, 55.6, 60.0, 60.0, 60.0, 60.0, 100.0, 88.9, 63.6, 55.6, 55.6, 55.6, 70.0, 100.0]",80,5.173828125,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,32,,
,,390.0,1,sspp,speech.py,192.694002866745,1682.79296875,"[0.0, 20.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 90.0, 0.0, 0.0, 0.0, 0.0, 16.7, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 100.0]",100,7.9814453125,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,8,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,43.0,1,ssps,predict.py,69.37771844863892,1370.6328125,"[0.0, 0.0, 0.0, 100.0, 20.0, 100.0, 0.0, 20.0, 70.0, 20.0, 100.0, 0.0, 22.2, 100.0, 9.1, 22.2, 0.0, 10.0, 20.0, 9.1, 0.0, 10.0, 20.0, 0.0, 36.4, 0.0, 0.0, 0.0, 18.2, 0.0, 0.0, 10.0]",100,12.576171875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,19,,
,,390.0,1,ssps,speech.py,267.6068160533905,2780.03125,"[0.0, 0.0, 0.0, 0.0, 9.1, 9.1, 100.0, 44.4, 100.0, 10.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 54.5, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 90.0]",100,12.576171875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,11,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,44.9,1,sspd,detect.py,49.09350800514221,1336.7734375,"[100.0, 100.0, 9.1, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",100,9.31640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,8,,
1.0,448x640,47.5,1,sspd,predict.py,52.38917875289917,1359.02734375,"[0.0, 100.0, 0.0, 20.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0]",100,9.31640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,7,,
,,390.0,1,sspd,speech.py,185.6628947257996,2734.671875,"[66.7, 36.4, 100.0, 45.5, 0.0, 100.0, 44.4, 11.1, 0.0, 20.0, 0.0, 0.0, 100.0, 33.3, 0.0, 50.0, 9.1, 20.0, 0.0, 0.0, 0.0, 0.0, 27.3, 0.0, 0.0, 0.0, 10.0, 18.2, 9.1, 54.5, 50.0, 0.0]",100,9.31640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,19,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
